recall,thermal_only,rgb_only,fusion
0.0,1.0,0.95,1.0
0.005025125628140704,0.9997862669733644,0.9497862669733643,1.0
0.010050251256281407,0.9993954717100095,0.9493954717100095,1.0
0.01507537688442211,0.9988894106158346,0.9488894106158345,1.0
0.020100502512562814,0.9982901357869146,0.9482901357869146,1.0
0.02512562814070352,0.9976103921170293,0.9476103921170292,1.0
0.03015075376884422,0.9968587788613714,0.9468587788613714,1.0
0.035175879396984924,0.996041608951926,0.9460416089519259,1.0
0.04020100502512563,0.9951637736800764,0.9451637736800763,1.0
0.04522613065326633,0.9942292082808367,0.9442292082808367,1.0
0.05025125628140704,0.9932411682462982,0.9432411682462981,1.0
0.05527638190954774,0.9922024051987666,0.9422024051987665,1.0
0.06030150753768844,0.9911152849266768,0.9411152849266767,1.0
0.06532663316582915,0.9899818699716644,0.9399818699716643,1.0
0.07035175879396985,0.9888039793892748,0.9388039793892747,1.0
0.07537688442211056,0.9875832332095826,0.9375832332095826,1.0
0.08040201005025126,0.9863210862953166,0.9363210862953165,1.0
0.08542713567839195,0.9850188546434684,0.9350188546434683,1.0
0.09045226130653267,0.9836777361702578,0.9336777361702577,1.0
0.09547738693467336,0.9822988273839618,0.9322988273839617,1.0
0.10050251256281408,0.980883136936234,0.9308831369362339,1.0
0.10552763819095477,0.9794315967655297,0.9294315967655297,1.0
0.11055276381909548,0.9779450713564115,0.9279450713564115,1.0
0.11557788944723618,0.9764243655056142,0.9264243655056141,1.0
0.12060301507537688,0.9748702308909711,0.9248702308909711,1.0
0.12562814070351758,0.9732833716705401,0.9232833716705401,1.0
0.1306532663316583,0.9716644492886211,0.921664449288621,1.0
0.135678391959799,0.9700140866275341,0.920014086627534,1.0
0.1407035175879397,0.9683328716154076,0.9183328716154076,1.0
0.1457286432160804,0.9666213603783368,0.9166213603783367,1.0
0.15075376884422112,0.9648800800083358,0.9148800800083358,1.0
0.15577889447236182,0.96310953100528,0.9131095310052799,1.0
0.16080402010050251,0.9613101894406109,0.9113101894406108,1.0
0.1658291457286432,0.9594825088822863,0.9094825088822862,1.0
0.1708542713567839,0.9576269221138206,0.9076269221138206,1.0
0.17587939698492464,0.9557438426748989,0.9057438426748988,1.0
0.18090452261306533,0.9538336662466933,0.9038336662466933,1.0
0.18592964824120603,0.9518967719014506,0.9018967719014506,1.0
0.19095477386934673,0.949933523232983,0.8999335232329829,1.0
0.19597989949748745,0.9479442693822735,0.8979442693822735,1.0
0.20100502512562815,0.9459293459703855,0.8959293459703854,1.0
0.20603015075376885,0.9438890759491773,0.8938890759491772,1.0
0.21105527638190955,0.9418237703789071,0.891823770378907,1.0
0.21608040201005024,0.9397337291406119,0.8897337291406119,1.0
0.22110552763819097,0.9376192415901325,0.8876192415901325,1.0
0.22613065326633167,0.9354805871597895,0.8854805871597895,1.0
0.23115577889447236,0.9333180359129772,0.8833180359129772,1.0
0.23618090452261306,0.931131849056311,0.8811318490563109,1.0
0.24120603015075376,0.9289222794134141,0.878922279413414,1.0
0.24623115577889448,0.9266895718639621,0.876689571863962,1.0
0.25125628140703515,0.9244339637511931,0.8744339637511931,1.0
0.2562814070351759,0.9221556852607382,0.8721556852607382,1.0
0.2613065326633166,0.9198549597733147,0.8698549597733146,1.0
0.2663316582914573,0.917532004193558,0.8675320041935579,1.0
0.271356783919598,0.9151870292570278,0.8651870292570277,1.0
0.2763819095477387,0.9128202398172154,0.8628202398172153,1.0
0.2814070351758794,0.9104318351141987,0.8604318351141986,1.0
0.2864321608040201,0.9080220090264246,0.8580220090264246,1.0
0.2914572864321608,0.9055909503069598,0.8555909503069598,1.0
0.2964824120603015,0.9031388428054177,0.8531388428054176,1.0
0.30150753768844224,0.900665865676661,0.8506658656766609,1.0
0.3065326633165829,0.8981721935772764,0.8481721935772764,1.0
0.31155778894472363,0.8956579968507257,0.8456579968507256,1.0
0.3165829145728643,0.8931234417020004,0.8431234417020004,1.0
0.32160804020100503,0.8905686903625323,0.8405686903625322,1.0
0.32663316582914576,0.8879939012460477,0.8379939012460477,1.0
0.3316582914572864,0.8853992290959957,0.8353992290959956,1.0
0.33668341708542715,0.882784825125126,0.832784825125126,1.0
0.3417085427135678,0.8801508371477473,0.8301508371477473,1.0
0.34673366834170855,0.877497409705151,0.827497409705151,0.997497409705151
